,index,Driver,Vehicle,Tire,Glider,GroundSpeed,WaterSpeed,AirSpeed,AntiGravitySpeed,Acceleration,Weight,GroundHandling,WaterHandling,AirHandling,AntiGravityHandling,Traction,MiniTurbo,Total,Balance,AverageSpeed,WeightedSpeed,AverageHandling,WeightedHandling,GroundMastery,WaterMastery,AirMastery,AntiGravityMastery,DriftMastery,CollisionMastery
9326,343294,Metal Mario,Badwagon,Crimson Slim,Super Glider,5.0,4.0,4.0,4.5,1.75,5.0,2.75,2.75,2.75,2.75,2.75,1.75,39.75,3.8512605723109914,4.375,4.55,2.75,2.75,3.875,3.375,3.375,3.625,2.4166666666666665,3.875
9327,404135,Donkey Kong,GLA,Funky Monster,Gold Glider,5.0,4.0,4.0,4.5,1.75,5.25,1.5,2.0,1.75,1.5,3.75,1.75,36.75,3.5224213603453665,4.375,4.55,1.6875,1.625,3.25,3.0,2.875,3.0,2.395833333333333,3.375
9328,346735,Metal Mario,B Dasher,Off-Road,Gold Glider,5.0,4.0,4.0,4.5,2.25,5.25,2.25,2.25,2.0,2.5,2.75,1.75,38.5,3.743954015510772,4.375,4.55,2.25,2.3,3.625,3.125,3.0,3.5,2.25,3.75
9329,347449,Metal Mario,P-Wing,Retro Off-Road,Gold Glider,5.0,4.0,4.0,4.5,2.25,5.25,2.25,2.25,2.25,2.5,2.75,1.75,38.75,3.76390307578224,4.375,4.55,2.3125,2.325,3.625,3.125,3.125,3.5,2.270833333333333,3.75
9330,402102,Donkey Kong,Badwagon,Crimson Slim,Bowser Kite,5.0,4.0,4.0,5.0,2.0,4.5,2.5,2.75,2.75,2.25,2.25,2.0,39.0,3.8322515837577154,4.5,4.7,2.5625,2.5,3.75,3.375,3.375,3.625,2.270833333333333,3.5
9331,408875,Donkey Kong,Jet Bike+,Cyber Slick,Parachute,5.0,4.0,4.0,5.0,2.25,3.75,2.75,2.0,2.75,2.5,1.5,2.25,37.75,3.8300236340123375,4.5,4.7,2.5,2.525,3.875,3.0,3.375,3.75,2.083333333333333,3.25
9332,406040,Donkey Kong,P-Wing,Monster,Hylian Kite,5.0,4.0,4.25,4.5,2.0,4.75,1.75,1.75,1.75,2.0,3.0,2.0,36.75,3.6680286312113433,4.4375,4.575,1.8125,1.825,3.375,2.875,3.0,3.25,2.270833333333333,3.25
9333,404757,Donkey Kong,300 SL Roadster,Cyber Slick,Waddle Wing,5.0,4.0,4.25,4.75,2.5,4.25,2.75,1.75,2.5,2.75,1.75,2.25,38.5,3.8330628019287314,4.5,4.65,2.4375,2.525,3.875,2.875,3.375,3.75,2.145833333333333,3.5
9334,448368,Dry Bowser,Circuit Special,Monster,Peach Parasol,5.0,4.0,4.25,5.0,2.0,5.0,1.5,1.75,1.75,1.5,3.0,2.0,36.75,3.51858099353111,4.5625,4.725,1.625,1.575,3.25,2.875,3.0,3.25,2.208333333333333,3.25
9335,460284,Bowser,Circuit Special,Funky Monster,Parafoil,5.0,4.0,4.25,5.0,2.0,5.25,1.25,1.5,1.5,1.25,2.75,2.0,35.75,3.3958210350727223,4.5625,4.725,1.375,1.325,3.125,2.75,2.875,3.125,2.0416666666666665,3.25
9336,405623,Donkey Kong,B Dasher,Crimson Slim,Cloud Glider,5.0,4.0,4.25,5.25,2.25,4.0,2.75,2.5,2.75,2.75,1.5,2.25,39.25,3.8107568615189567,4.625,4.8,2.6875,2.7,3.875,3.25,3.5,4.0,2.145833333333333,3.375
9337,454584,Dry Bowser,The Duke,Slick,Peach Parasol,5.0,4.0,4.25,5.25,2.5,4.5,2.5,1.75,2.5,2.25,1.75,2.25,38.5,3.7082722399589754,4.625,4.8,2.25,2.275,3.75,2.875,3.375,3.75,2.083333333333333,3.5
9338,458706,Bowser,Standard Kart,Slick,MKTV Parafoil,5.0,4.0,4.25,5.25,2.5,4.75,2.25,1.5,2.25,2.0,1.5,2.25,37.5,3.5877966924630917,4.625,4.8,2.0,2.025,3.625,2.75,3.25,3.625,1.9166666666666667,3.5
9339,350688,Metal Mario,Master Cycle+,Gold Wheels,Wario Wing,5.0,4.0,4.5,4.0,1.75,5.25,3.0,2.75,2.25,2.5,1.5,2.0,38.5,3.7038810847672035,4.375,4.45,2.625,2.725,4.0,3.375,3.375,3.25,2.0416666666666665,4.125
9340,346119,Metal Mario,Blue Falcon,Metal,Gold Glider,5.0,4.0,4.5,4.25,2.0,4.75,2.75,3.0,2.0,3.0,2.25,2.0,39.5,3.852704101468205,4.4375,4.525,2.6875,2.8,3.875,3.5,3.25,3.625,2.3125,3.75
9341,411362,Donkey Kong,Inkstriker,Slick,Super Glider,5.0,4.0,4.5,5.25,2.25,4.5,2.5,1.75,2.25,3.0,2.0,2.25,39.25,3.7143345668251766,4.6875,4.825,2.375,2.475,3.75,2.875,3.375,4.125,2.208333333333333,3.5
9342,457226,Dry Bowser,Wild Wiggler,Slick,Super Glider,5.0,4.0,4.5,5.25,2.5,4.25,2.75,1.75,2.25,2.75,2.5,2.25,39.75,3.7933658760457214,4.6875,4.825,2.375,2.5,3.875,2.875,3.375,4.0,2.375,3.5
9343,465458,Bowser,Standard Bike,Slick,Super Glider,5.0,4.0,4.5,5.25,2.5,4.5,2.5,1.5,2.0,2.5,2.25,2.25,38.75,3.6837625363916815,4.6875,4.825,2.125,2.25,3.75,2.75,3.25,3.875,2.208333333333333,3.5
9344,450628,Dry Bowser,Sports Coupé,Cyber Slick,MKTV Parafoil,5.0,4.0,4.5,5.75,2.25,4.75,2.25,1.75,2.25,2.5,2.0,2.25,39.25,3.583946211002797,4.8125,4.975,2.1875,2.225,3.625,2.875,3.375,4.125,2.145833333333333,3.5
9345,459444,Bowser,Mach 8,Cyber Slick,Parafoil,5.0,4.0,4.5,5.75,2.25,5.0,2.0,1.5,2.0,2.25,1.75,2.25,38.25,3.4658249181341194,4.8125,4.975,1.9375,1.975,3.5,2.75,3.25,4.0,1.9791666666666667,3.5
9346,401573,Donkey Kong,Circuit Special,GLA Wheels,Gold Glider,5.0,4.0,4.75,4.75,2.5,4.5,2.5,2.5,2.25,2.5,2.25,2.25,39.75,3.8365167891979777,4.625,4.7,2.4375,2.475,3.75,3.25,3.5,3.625,2.3125,3.5
9347,403202,Donkey Kong,Bounder,Wooden,Wario Wing,5.0,4.0,4.75,5.0,2.25,4.25,3.25,3.0,3.0,2.75,1.0,2.5,40.75,3.768508234011705,4.6875,4.775,3.0,3.025,4.125,3.5,3.875,3.875,2.1666666666666665,3.75
9348,453149,Dry Bowser,P-Wing,Button,Gold Glider,5.0,4.0,4.75,5.0,2.5,4.25,2.25,2.25,1.75,2.5,2.0,2.5,38.75,3.741129955921268,4.6875,4.775,2.1875,2.275,3.625,3.125,3.25,3.75,2.2291666666666665,3.25
9349,464321,Bowser,B Dasher,Button,Gold Glider,5.0,4.0,4.75,5.0,2.5,4.5,2.0,2.0,1.5,2.25,1.75,2.5,37.75,3.6205306795507903,4.6875,4.775,1.9375,2.025,3.5,3.0,3.125,3.625,2.0625,3.25
9350,456062,Dry Bowser,Yoshi Bike+,Slick,Hylian Kite,5.0,4.0,4.75,5.0,2.5,4.5,2.75,1.5,2.5,2.5,2.0,2.25,39.25,3.718761548462984,4.6875,4.775,2.3125,2.4,3.875,2.75,3.625,3.75,2.1875,3.625
9351,459872,Bowser,Cat Cruiser,Slick,Super Glider,5.0,4.0,4.75,5.0,2.5,4.75,2.5,1.25,2.25,2.25,1.75,2.25,38.25,3.6014414888568633,4.6875,4.775,2.0625,2.15,3.75,2.625,3.5,3.625,2.020833333333333,3.625
9352,411056,Donkey Kong,Splat Buggy,Slim,Wario Wing,5.0,4.0,4.75,5.25,2.5,3.75,3.0,3.25,2.75,3.25,1.75,2.5,41.75,3.9052899235344767,4.75,4.85,3.0625,3.1,4.0,3.625,3.75,4.25,2.4375,3.375
9353,457025,Dry Bowser,Standard Quad,Cushion,Plane Glider,5.0,4.0,5.0,4.5,2.0,4.75,1.75,1.75,2.0,1.75,3.75,2.0,38.25,3.581273778733511,4.625,4.65,1.8125,1.775,3.375,2.875,3.5,3.125,2.520833333333333,3.25
9354,451110,Dry Bowser,GLA,Sponge,Wario Wing,5.0,4.0,5.0,4.5,2.0,4.75,1.75,1.75,2.0,2.0,3.75,2.0,38.5,3.602626923419692,4.625,4.65,1.875,1.85,3.375,2.875,3.5,3.25,2.5416666666666665,3.25
9355,462905,Bowser,GLA,Cushion,Plane Glider,5.0,4.0,5.0,4.5,2.0,5.0,1.5,1.5,1.75,1.5,3.5,2.0,37.25,3.4720098861973003,4.625,4.65,1.5625,1.525,3.25,2.75,3.375,3.0,2.3541666666666665,3.25
9356,460819,Bowser,Badwagon,Sponge,Plane Glider,5.0,4.0,5.0,4.5,2.0,5.0,1.5,1.5,1.75,1.75,3.5,2.0,37.5,3.4943289022680104,4.625,4.65,1.625,1.6,3.25,2.75,3.375,3.125,2.375,3.25
9357,448493,Dry Bowser,Circuit Special,Cushion,Waddle Wing,5.0,4.0,5.25,4.5,2.25,4.25,2.0,1.5,2.0,2.25,3.0,2.25,38.25,3.672301204749703,4.6875,4.675,1.9375,1.975,3.5,2.75,3.625,3.375,2.395833333333333,3.125
9358,452590,Dry Bowser,B Dasher,Sponge,Hylian Kite,5.0,4.0,5.25,4.5,2.25,4.25,2.0,1.5,2.0,2.5,3.0,2.25,38.5,3.686463252178003,4.6875,4.675,2.0,2.05,3.5,2.75,3.625,3.5,2.4166666666666665,3.125
9359,464954,Bowser,P-Wing,Cushion,Super Glider,5.0,4.0,5.25,4.5,2.25,4.5,1.75,1.25,1.75,2.0,2.75,2.25,37.25,3.5600728659007945,4.6875,4.675,1.6875,1.725,3.375,2.625,3.5,3.25,2.2291666666666665,3.125
9360,464338,Bowser,B Dasher,Sponge,Super Glider,5.0,4.0,5.25,4.5,2.25,4.5,1.75,1.25,1.75,2.25,2.75,2.25,37.5,3.5757777241915183,4.6875,4.675,1.75,1.8,3.375,2.625,3.5,3.375,2.25,3.125
9361,343014,Metal Mario,Tri-Speeder,Cyber Slick,Super Glider,5.0,4.25,3.25,4.25,1.75,5.25,2.5,2.75,2.25,2.5,2.0,1.75,37.5,3.7454627800006746,4.1875,4.45,2.5,2.525,3.75,3.5,2.75,3.375,2.083333333333333,3.875
9362,401670,Donkey Kong,Tri-Speeder,Slick,MKTV Parafoil,5.0,4.25,3.25,4.75,2.0,4.75,2.25,2.75,2.25,2.0,1.5,2.0,36.75,3.7158085316929066,4.3125,4.6,2.3125,2.275,3.625,3.5,2.75,3.375,1.9375,3.5
9363,345399,Metal Mario,GLA,Gold Wheels,Parachute,5.0,4.25,3.75,4.0,1.5,5.25,2.25,2.25,2.0,2.25,3.0,1.5,37.0,3.67569343474108,4.25,4.425,2.1875,2.225,3.625,3.25,2.875,3.125,2.2291666666666665,3.75
9364,351145,Metal Mario,Standard Quad,Off-Road,Gold Glider,5.0,4.25,3.75,4.25,2.0,5.5,2.0,2.25,2.0,2.25,3.75,1.5,38.5,3.6397137110597684,4.3125,4.5,2.125,2.125,3.5,3.25,2.875,3.25,2.458333333333333,3.75
9365,343324,Metal Mario,Badwagon,Retro Off-Road,Wario Wing,5.0,4.25,3.75,4.25,2.0,5.5,2.0,2.25,2.25,2.25,3.75,1.5,38.75,3.658112195901655,4.3125,4.5,2.1875,2.15,3.5,3.25,3.0,3.25,2.4791666666666665,3.75
9366,404136,Donkey Kong,GLA,Funky Monster,Hylian Kite,5.0,4.25,4.0,4.25,1.75,5.0,1.5,1.75,1.75,1.75,4.0,1.75,36.75,3.5495886163511465,4.375,4.525,1.6875,1.65,3.25,3.0,2.875,3.0,2.4791666666666665,3.25
9367,346727,Metal Mario,B Dasher,Off-Road,Waddle Wing,5.0,4.25,4.0,4.25,2.25,5.0,2.25,2.0,2.0,2.75,3.0,1.75,38.5,3.7806795235696136,4.375,4.525,2.25,2.325,3.625,3.125,3.0,3.5,2.333333333333333,3.625
9368,346853,Metal Mario,B Dasher,Retro Off-Road,Waddle Wing,5.0,4.25,4.0,4.25,2.25,5.0,2.25,2.0,2.25,2.75,3.0,1.75,38.75,3.801239592265613,4.375,4.525,2.3125,2.35,3.625,3.125,3.125,3.5,2.3541666666666665,3.625
9369,451014,Dry Bowser,GLA,Monster,Peach Parasol,5.0,4.25,4.0,4.75,1.75,5.25,1.25,1.75,1.75,1.25,4.0,1.75,36.75,3.404106833149537,4.5,4.675,1.5,1.4,3.125,3.0,2.875,3.0,2.4166666666666665,3.25
9370,460874,Bowser,Badwagon,Funky Monster,Bowser Kite,5.0,4.25,4.0,4.75,1.75,5.5,1.0,1.5,1.5,1.0,3.75,1.75,35.75,3.2928681238919353,4.5,4.675,1.25,1.15,3.0,2.875,2.75,2.875,2.25,3.25
9371,401418,Donkey Kong,Circuit Special,Off-Road,MKTV Parafoil,5.0,4.25,4.0,4.75,2.5,4.5,2.0,2.0,2.0,2.25,2.5,2.0,37.75,3.768508234011705,4.5,4.675,2.0625,2.075,3.5,3.125,3.0,3.5,2.1875,3.25
9372,401584,Donkey Kong,Circuit Special,Triforce Tyres,Bowser Kite,5.0,4.25,4.0,4.75,2.5,4.5,2.0,2.0,2.25,2.25,2.5,2.0,38.0,3.7876894087334843,4.5,4.675,2.125,2.1,3.5,3.125,3.125,3.5,2.208333333333333,3.25
9373,402037,Donkey Kong,Badwagon,Wooden,Paper Glider,5.0,4.25,4.0,5.0,2.0,4.25,2.5,2.5,2.75,2.5,2.5,2.0,39.25,3.8595339203694485,4.5625,4.75,2.5625,2.525,3.75,3.375,3.375,3.75,2.3541666666666665,3.375
9374,453069,Dry Bowser,P-Wing,Monster,Cloud Glider,5.0,4.25,4.25,5.0,2.0,4.75,1.5,1.5,1.75,1.75,3.25,2.0,37.0,3.5293270969114894,4.625,4.775,1.625,1.6,3.25,2.875,3.0,3.375,2.2916666666666665,3.125
9375,464983,Bowser,P-Wing,Funky Monster,Cloud Glider,5.0,4.25,4.25,5.0,2.0,5.0,1.25,1.25,1.5,1.5,3.0,2.0,36.0,3.4116904354858053,4.625,4.775,1.375,1.35,3.125,2.75,2.875,3.25,2.125,3.125
9376,454741,Dry Bowser,The Duke,Cyber Slick,Flower Glider,5.0,4.25,4.25,5.25,2.5,4.25,2.5,1.5,2.5,2.5,2.0,2.25,38.75,3.7232038794962863,4.6875,4.85,2.25,2.3,3.75,2.875,3.375,3.875,2.1666666666666665,3.375
9377,458701,Bowser,Standard Kart,Slick,Parachute,5.0,4.25,4.25,5.25,2.5,4.5,2.25,1.25,2.25,2.25,1.75,2.25,37.75,3.6082290004632527,4.6875,4.85,2.0,2.05,3.625,2.75,3.25,3.75,2.0,3.375
9378,350698,Metal Mario,Master Cycle+,Gold Wheels,Hylian Kite,5.0,4.25,4.5,3.75,1.75,5.0,3.0,2.5,2.25,2.75,1.75,2.0,38.5,3.7621805585235912,4.375,4.425,2.625,2.75,4.0,3.375,3.375,3.25,2.125,4.0
9379,348630,Metal Mario,Sport Bike+,Gold Wheels,Wario Wing,5.0,4.25,4.5,4.0,1.75,5.0,3.0,3.0,2.5,2.25,2.0,2.0,39.25,3.7824282113131638,4.4375,4.5,2.6875,2.725,4.0,3.625,3.5,3.125,2.2291666666666665,4.0
9380,346288,Metal Mario,Blue Falcon,Gold Wheels,Hylian Kite,5.0,4.25,4.5,4.0,2.0,4.5,2.75,2.75,2.0,3.25,2.5,2.0,39.5,3.893031713246135,4.4375,4.5,2.6875,2.825,3.875,3.5,3.25,3.625,2.395833333333333,3.625
9381,403742,Donkey Kong,Gold Kart,Metal,MKTV Parafoil,5.0,4.25,4.5,4.25,2.0,4.5,2.75,2.5,2.25,2.25,1.25,2.25,37.75,3.741129955921268,4.5,4.575,2.4375,2.5,3.875,3.375,3.375,3.25,1.9791666666666667,3.625
9382,411254,Donkey Kong,Splat Buggy,Gold Wheels,Peach Parasol,5.0,4.25,4.5,4.5,2.25,4.0,2.5,2.75,2.0,2.75,2.0,2.25,38.75,3.87457920327685,4.5625,4.65,2.5,2.575,3.75,3.5,3.25,3.625,2.25,3.25
9383,404112,Donkey Kong,GLA,Normal Blue,Wario Wing,5.0,4.25,4.5,4.5,2.25,4.75,2.25,2.5,2.25,2.25,3.25,2.0,39.75,3.812350487881057,4.5625,4.65,2.3125,2.3,3.625,3.375,3.375,3.375,2.520833333333333,3.5
9384,451082,Dry Bowser,GLA,Button,Wario Wing,5.0,4.25,4.5,4.75,2.25,4.5,2.0,2.25,1.75,2.25,3.0,2.25,38.75,3.745651503163833,4.625,4.725,2.0625,2.1,3.5,3.25,3.125,3.5,2.4375,3.25
9385,460791,Bowser,Badwagon,Button,Plane Glider,5.0,4.25,4.5,4.75,2.25,4.75,1.75,2.0,1.5,2.0,2.75,2.25,37.75,3.628793110674639,4.625,4.725,1.8125,1.85,3.375,3.125,3.0,3.375,2.270833333333333,3.25
9386,453415,Dry Bowser,Koopa Clown,Slick,Gold Glider,5.0,4.25,4.5,5.25,1.75,5.0,2.75,2.25,2.25,2.25,2.75,1.75,39.75,3.630175027769805,4.75,4.875,2.375,2.45,3.875,3.25,3.375,3.75,2.2916666666666665,3.875
9387,464151,Bowser,Tanooki Kart,Cyber Slick,Plane Glider,5.0,4.25,4.5,5.25,1.75,5.25,2.5,2.0,2.0,2.0,2.5,1.75,38.75,3.5249871597888114,4.75,4.875,2.125,2.2,3.75,3.125,3.25,3.625,2.125,3.875
9388,458415,Dry Bowser,Inkstriker,Slick,Paper Glider,5.0,4.25,4.5,5.75,2.25,4.5,2.25,1.5,2.25,2.75,2.25,2.25,39.5,3.5945183075262817,4.875,5.025,2.1875,2.25,3.625,2.875,3.375,4.25,2.2291666666666665,3.375
9389,462385,Bowser,Sports Coupé,Cyber Slick,Flower Glider,5.0,4.25,4.5,5.75,2.25,4.75,2.0,1.25,2.0,2.5,2.0,2.25,38.5,3.4818023045649684,4.875,5.025,1.9375,2.0,3.5,2.75,3.25,4.125,2.0625,3.375
9390,406017,Donkey Kong,P-Wing,Normal,Waddle Wing,5.0,4.25,4.75,4.5,2.5,4.25,2.5,2.25,2.25,2.75,2.5,2.25,39.75,3.881330945030902,4.625,4.675,2.4375,2.5,3.75,3.25,3.5,3.625,2.395833333333333,3.375
9391,456311,Dry Bowser,Master Cycle+,Monster,Plane Glider,5.0,4.25,4.75,4.75,2.0,5.0,2.0,2.0,2.0,1.75,2.75,2.25,38.5,3.6066989274432184,4.6875,4.75,1.9375,1.925,3.5,3.125,3.375,3.25,2.3125,3.5
9392,468073,Bowser,Master Cycle+,Monster,Gold Glider,5.0,4.25,4.75,4.75,2.0,5.25,1.75,1.75,1.75,1.5,2.5,2.25,37.5,3.483050309457705,4.6875,4.75,1.6875,1.675,3.375,3.0,3.25,3.125,2.145833333333333,3.5
9393,409374,Donkey Kong,Master Cycle+,Wooden,Super Glider,5.0,4.25,4.75,4.75,2.25,4.0,3.25,2.75,3.0,3.0,1.25,2.5,40.75,3.839776993745416,4.6875,4.75,3.0,3.05,4.125,3.5,3.875,3.875,2.25,3.625
9394,452550,Dry Bowser,B Dasher,Button,Super Glider,5.0,4.25,4.75,4.75,2.5,4.0,2.25,2.0,1.75,2.75,2.25,2.5,38.75,3.7824282113131638,4.6875,4.75,2.1875,2.3,3.625,3.125,3.25,3.75,2.3125,3.125
9395,464509,Bowser,B Dasher,Leaf Tyres,Waddle Wing,5.0,4.25,4.75,4.75,2.5,4.25,2.0,1.75,1.5,2.5,2.0,2.5,37.75,3.666607482374149,4.6875,4.75,1.9375,2.05,3.5,3.0,3.125,3.625,2.145833333333333,3.125
9396,402327,Donkey Kong,Prancer,Wooden,Plane Glider,5.0,4.25,4.75,5.0,2.25,4.0,3.25,3.25,3.25,2.5,1.5,2.5,41.5,3.847762387720522,4.75,4.825,3.0625,3.025,4.125,3.75,4.0,3.75,2.3541666666666665,3.625
9397,452048,Dry Bowser,Blue Falcon,Funky Monster,Wario Wing,5.0,4.25,4.75,5.0,2.25,4.5,1.75,2.25,1.75,2.25,3.5,2.25,39.5,3.669273381444057,4.75,4.825,2.0,2.0,3.375,3.25,3.25,3.625,2.583333333333333,3.125
9398,469989,Bowser,Splat Buggy,Funky Monster,Plane Glider,5.0,4.25,4.75,5.0,2.25,4.75,1.5,2.0,1.5,2.0,3.25,2.25,38.5,3.5585939103946047,4.75,4.825,1.75,1.75,3.25,3.125,3.125,3.5,2.4166666666666665,3.125
9399,404964,Donkey Kong,Blue Falcon,Wooden,Super Glider,5.0,4.25,4.75,5.0,2.5,3.5,3.0,3.0,2.75,3.5,2.0,2.5,41.75,3.958484859505736,4.75,4.825,3.0625,3.125,4.0,3.625,3.75,4.25,2.520833333333333,3.25
9400,448358,Dry Bowser,Circuit Special,Normal,Bowser Kite,5.0,4.25,4.75,5.0,2.5,4.5,2.25,2.25,2.25,2.25,2.5,2.25,39.75,3.7562657036167253,4.75,4.825,2.25,2.25,3.625,3.25,3.5,3.625,2.333333333333333,3.375
9401,465074,Bowser,P-Wing,GLA Wheels,Bowser Kite,5.0,4.25,4.75,5.0,2.5,4.75,2.0,2.0,2.0,2.0,2.25,2.25,38.75,3.637105631163567,4.75,4.825,2.0,2.0,3.5,3.125,3.375,3.5,2.1666666666666665,3.375
9402,456488,Dry Bowser,Master Cycle+,Crimson Slim,Peach Parasol,5.0,4.25,4.75,5.25,2.25,4.25,3.0,2.75,3.0,2.5,1.25,2.5,40.75,3.7366245909301448,4.8125,4.9,2.8125,2.8,4.0,3.5,3.875,3.875,2.1875,3.625
9403,462074,Bowser,Bounder,Crimson Slim,Peach Parasol,5.0,4.25,4.75,5.25,2.25,4.5,2.75,2.5,2.75,2.25,1.0,2.5,39.75,3.6343291691692983,4.8125,4.9,2.5625,2.55,3.875,3.375,3.75,3.75,2.020833333333333,3.625
9404,452078,Dry Bowser,Blue Falcon,Crimson Slim,Peach Parasol,5.0,4.25,4.75,5.5,2.5,3.75,2.75,3.0,2.75,3.0,2.0,2.5,41.75,3.8595339203694485,4.875,4.975,2.875,2.875,3.875,3.625,3.75,4.25,2.458333333333333,3.25
9405,463684,Bowser,Blue Falcon,Slim,Peach Parasol,5.0,4.25,4.75,5.5,2.5,4.0,2.5,2.75,2.5,2.75,1.75,2.5,40.75,3.768508234011705,4.875,4.975,2.625,2.625,3.75,3.5,3.625,4.125,2.2916666666666665,3.25
9406,457019,Dry Bowser,Standard Quad,Cushion,Waddle Wing,5.0,4.25,5.0,4.25,2.0,4.5,1.75,1.5,2.0,2.0,4.0,2.0,38.25,3.5933397063191896,4.625,4.625,1.8125,1.8,3.375,2.875,3.5,3.125,2.6041666666666665,3.125
9407,457000,Dry Bowser,Standard Quad,Sponge,Hylian Kite,5.0,4.25,5.0,4.25,2.0,4.5,1.75,1.5,2.0,2.25,4.0,2.0,38.5,3.6107828670707214,4.625,4.625,1.875,1.875,3.375,2.875,3.5,3.25,2.625,3.125
9408,460838,Bowser,Badwagon,Cushion,Super Glider,5.0,4.25,5.0,4.25,2.0,4.75,1.5,1.25,1.75,1.75,3.75,2.0,37.25,3.4907168568951,4.625,4.625,1.5625,1.55,3.25,2.75,3.375,3.0,2.4375,3.125
9409,468748,Bowser,Standard Quad,Sponge,Super Glider,5.0,4.25,5.0,4.25,2.0,4.75,1.5,1.25,1.75,2.0,3.75,2.0,37.5,3.5094997789027635,4.625,4.625,1.625,1.625,3.25,2.75,3.375,3.125,2.458333333333333,3.125
9410,401815,Donkey Kong,Tri-Speeder,Cyber Slick,Cloud Glider,5.0,4.5,3.25,4.75,2.0,4.5,2.25,2.5,2.25,2.25,1.75,2.0,37.0,3.7553143271321776,4.375,4.65,2.3125,2.3,3.625,3.5,2.75,3.5,2.020833333333333,3.375
9411,345257,Metal Mario,GLA,Off-Road,Waddle Wing,5.0,4.5,3.75,4.0,2.0,5.25,2.0,2.0,2.0,2.5,4.0,1.5,38.5,3.656525310091685,4.3125,4.475,2.125,2.15,3.5,3.25,2.875,3.25,2.5416666666666665,3.625
9412,351314,Metal Mario,Standard Quad,Triforce Tyres,Hylian Kite,5.0,4.5,3.75,4.0,2.0,5.25,2.0,2.0,2.25,2.5,4.0,1.5,38.75,3.675157242034613,4.3125,4.475,2.1875,2.175,3.5,3.25,3.0,3.25,2.5625,3.625
9413,409944,Donkey Kong,Standard Quad,Off-Road,MKTV Parafoil,5.0,4.5,3.75,4.5,2.25,4.75,1.75,2.0,2.0,2.0,3.5,1.75,37.75,3.6924244618842135,4.4375,4.625,1.9375,1.9,3.375,3.25,2.875,3.25,2.395833333333333,3.25
9414,404232,Donkey Kong,GLA,Triforce Tyres,MKTV Parafoil,5.0,4.5,3.75,4.5,2.25,4.75,1.75,2.0,2.25,2.0,3.5,1.75,38.0,3.7104734249040128,4.4375,4.625,2.0,1.925,3.375,3.25,3.0,3.25,2.4166666666666665,3.25
9415,456897,Dry Bowser,Standard Quad,Monster,Flower Glider,5.0,4.5,4.0,4.75,1.75,5.0,1.25,1.5,1.75,1.5,4.25,1.75,37.0,3.40336528152416,4.5625,4.725,1.5,1.425,3.125,3.0,2.875,3.125,2.5,3.125
9416,460871,Bowser,Badwagon,Funky Monster,Parachute,5.0,4.5,4.0,4.75,1.75,5.25,1.0,1.25,1.5,1.25,4.0,1.75,36.0,3.2977287899023637,4.5625,4.725,1.25,1.175,3.0,2.875,2.75,3.0,2.333333333333333,3.125
9417,401413,Donkey Kong,Circuit Special,Off-Road,Parachute,5.0,4.5,4.0,4.75,2.5,4.25,2.0,1.75,2.0,2.5,2.75,2.0,38.0,3.7690850902066733,4.5625,4.725,2.0625,2.1,3.5,3.125,3.0,3.625,2.270833333333333,3.125
9418,405699,Donkey Kong,B Dasher,Triforce Tyres,Flower Glider,5.0,4.5,4.0,4.75,2.5,4.25,2.0,1.75,2.25,2.5,2.75,2.0,38.25,3.788666212204685,4.5625,4.725,2.125,2.125,3.5,3.125,3.125,3.625,2.2916666666666665,3.125
9419,343465,Metal Mario,Prancer,Metal,Waddle Wing,5.0,4.5,4.5,3.75,1.75,4.75,3.0,2.75,2.5,2.5,2.25,2.0,39.25,3.834890107927128,4.4375,4.475,2.6875,2.75,4.0,3.625,3.5,3.125,2.3125,3.875
9420,409487,Donkey Kong,Master Cycle+,Gold Wheels,Cloud Glider,5.0,4.5,4.5,4.25,2.0,4.25,2.75,2.25,2.25,2.5,1.5,2.25,38.0,3.773709708597561,4.5625,4.625,2.4375,2.525,3.875,3.375,3.375,3.375,2.0625,3.5
9421,407438,Donkey Kong,Sport Bike+,Gold Wheels,MKTV Parafoil,5.0,4.5,4.5,4.25,2.0,4.25,2.75,2.75,2.5,2.0,1.75,2.25,38.5,3.8089665806281476,4.5625,4.625,2.5,2.5,3.875,3.625,3.5,3.125,2.1666666666666665,3.5
9422,409993,Donkey Kong,Standard Quad,Normal Blue,Waddle Wing,5.0,4.5,4.5,4.25,2.25,4.5,2.25,2.25,2.25,2.5,3.5,2.0,39.75,3.8365167891979777,4.5625,4.625,2.3125,2.325,3.625,3.375,3.375,3.375,2.6041666666666665,3.375
9423,411083,Donkey Kong,Splat Buggy,Metal,Cloud Glider,5.0,4.5,4.5,4.5,2.25,3.75,2.5,2.5,2.0,3.0,2.25,2.25,39.0,3.881966011250105,4.625,4.7,2.5,2.6,3.75,3.5,3.25,3.75,2.333333333333333,3.125
9424,456972,Dry Bowser,Standard Quad,Button,Hylian Kite,5.0,4.5,4.5,4.5,2.25,4.25,2.0,2.0,1.75,2.5,3.25,2.25,38.75,3.768508234011705,4.625,4.7,2.0625,2.125,3.5,3.25,3.125,3.5,2.520833333333333,3.125
9425,460981,Bowser,Badwagon,Leaf Tyres,Waddle Wing,5.0,4.5,4.5,4.5,2.25,4.5,1.75,1.75,1.5,2.25,3.0,2.25,37.75,3.658112195901655,4.625,4.7,1.8125,1.875,3.375,3.125,3.0,3.375,2.3541666666666665,3.125
